Date,Close,High,Low,Open,Volume
2025-03-19,853.07177734375,856.4467077795136,847.2512537961089,848.6208098215055,15221406
2025-03-20,865.1285400390625,867.6964127374116,855.615206972685,857.9140405532244,17833978
2025-03-21,865.9111328125,867.7453276286816,858.672213095421,858.672213095421,33508264
2025-03-24,880.4135131835938,882.5656470460817,867.5252495291953,870.1420221964519,17393736
2025-03-25,890.9050903320312,901.787979673643,881.147197703983,882.8102129604783,39101416
2025-03-26,883.6172485351562,893.8642595290926,881.3917349775238,892.6414630044289,24478442
2025-03-27,892.8126220703125,900.4673400802648,879.4841402576089,880.4134775363805,41658100
2025-03-28,894.2066040039062,898.0217529810142,883.2748151941205,894.5979227681237,28773648
2025-04-01,864.6882934570312,885.2557541935822,863.4654969734518,881.391705364099,28511006
2025-04-02,878.897216796875,880.022153743179,866.082273761888,866.082273761888,11573564
2025-04-03,877.89453125,882.3699785036275,869.1637759428747,871.1691503162833,11250038
2025-04-04,888.875244140625,900.9319697088504,885.8426730358187,886.7720103051442,33540454
2025-04-07,859.7237548828125,870.5577440100851,850.1859420103494,862.2183075534074,37995450
2025-04-08,865.32421875,871.6093810773389,856.104344701862,863.2943645350747,35563872
2025-04-09,863.2943115234375,868.1854974244201,857.6694477373075,863.2943115234375,22454608
2025-04-11,883.7150268554688,889.9023890609734,868.0632317209039,868.0632317209039,32775766
2025-04-15,912.1572875976562,917.9778108695606,907.3150015241606,912.2061875162046,49298344
2025-04-16,918.5647583007812,921.4016701484593,910.0051825445173,921.4016701484593,19136820
2025-04-17,932.6024169921875,938.960958834834,917.9288588937725,920.5212113739034,35703084
2025-04-21,942.5804443359375,954.1236313817194,934.2165281976345,941.0641886137428,34247298
2025-04-22,959.5039672851562,963.8571349187316,946.4445240912927,946.4445240912927,45961750
2025-04-23,941.0153198242188,967.9168437774161,939.3523045839213,967.9168437774161,30570642
2025-04-24,937.5425415039062,941.0152715674958,931.8198181504878,934.2165111938754,25931754
2025-04-25,934.803466796875,945.4662764146635,925.3146134953988,941.4555276814743,18500878
2025-04-28,939.2055053710938,943.852132039103,933.4339417549455,934.8034380014007,13920492
2025-04-29,933.629638671875,943.4120109978298,929.4231708062246,938.5208248348524,18918308
2025-04-30,941.5533447265625,947.3738682535175,934.3633248859412,935.6839212789164,31936870
2025-05-02,940.0370483398438,949.8194203300458,939.1077110594025,943.9010972173456,17840404
2025-05-05,947.324951171875,954.7595301881363,945.1239174188798,948.4009882350391,15068024
2025-05-06,944.8303833007812,948.9389915150434,941.2109533972954,943.9989055568692,17490156
2025-05-07,951.629150390625,953.1454061318335,940.2816225843777,945.9553864875014,21420778
2025-05-08,943.2652587890625,956.1291023794313,938.6675318191096,956.1291023794313,34803430
2025-05-09,924.2874145507812,938.6186137238377,922.869018345557,934.2654461482068,17188796
2025-05-12,957.3029174804688,958.6235735486489,935.3415397057943,937.9338325089128,18618972
2025-05-13,940.37939453125,959.5039195674499,939.1076981314022,953.7812559147054,24242102
2025-05-14,934.510009765625,944.0967226360693,930.7927202493541,940.1348738133746,15445308
2025-05-15,945.8576049804688,951.2379097648699,927.8580160008181,935.9284731774198,32241458
2025-05-16,946.2977294921875,950.7487565080565,943.216318142963,945.8575705186271,15868010
2025-05-19,948.2542114257812,951.3356825063611,944.4880220667266,947.4227336837129,10202964
2025-05-20,936.6132202148438,946.2488327637604,935.683882932347,943.0695618599129,23879090
2025-05-21,942.4337768554688,952.2650491339176,939.6457649093123,942.531576696304,15132040
2025-05-22,939.058837890625,941.1620121043128,931.8687584488954,936.7599445833256,21306670
2025-05-23,945.7597045898438,947.4227197563947,936.4175513544748,939.1566035486918,9566072
2025-05-26,948.9879150390625,953.7324014391729,942.4826732692927,946.4445221181824,10802860
2025-05-27,942.189208984375,952.8030590136404,937.298022849808,944.7815018115782,26162148
2025-05-28,940.8196411132812,946.1999457934196,937.982729308282,939.2055258264952,18157594
2025-05-29,942.776123046875,949.2814244582959,932.8959509838106,943.0206823524643,28917794
2025-05-30,951.2868041992188,953.1943787349691,941.7489912273293,944.9282622179591,28748078
2025-06-02,945.0260620117188,946.9336365473756,933.2383153576409,944.0478247838805,14668822
2025-06-03,941.357666015625,954.7595278873838,939.1077323482464,947.9118673390111,24377584
2025-06-04,949.4769897460938,950.5041865578521,939.5479181229267,939.596818040901,12961542
2025-06-05,953.5856323242188,958.1344592905037,948.9879054381929,952.8030544877778,22255418
