Price,Close,High,Low,Open,Volume
Ticker,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS
Date,,,,,
2025-03-19,1051.1517333984375,1057.646183234451,1042.6089852123262,1046.9053623518132,4822365
2025-03-20,1053.44970703125,1057.9958707491392,1046.0061170837591,1055.3481090881514,3742644
2025-03-21,1069.2362060546875,1074.6316193008408,1049.6529672039042,1053.4496491429936,6848565
2025-03-24,1096.9124755859375,1104.0063882058416,1072.783073887539,1081.0760349569089,8284863
2025-03-25,1117.594970703125,1122.5406953407569,1095.413853076155,1109.002216272288,11720528
2025-03-26,1095.31396484375,1117.8946433973692,1088.1201613639344,1114.047955120439,7127060
2025-03-27,1097.412109375,1107.053893763539,1087.1708617115737,1091.067555947459,8508917
2025-03-28,1101.0589599609375,1106.0546902692902,1085.5721960050441,1097.462058532138,4921190
2025-04-01,1084.6729736328125,1100.3096343737684,1069.0863189829122,1092.2664595426536,6638140
2025-04-02,1083.52392578125,1094.664429049867,1079.8271340440042,1090.76773491548,4065344
2025-04-03,1088.9193115234375,1091.017493860897,1074.381809497697,1077.9787109284953,5345660
2025-04-04,1090.3681640625,1100.9590880995302,1074.5316011481896,1080.5764837084853,6059991
2025-04-07,1047.0550537109375,1068.087126837811,1031.4683997330853,1034.1161611572818,9720457
2025-04-08,1076.9295654296875,1084.0234781220995,1059.3946251089444,1060.093978570394,8723357
2025-04-09,1060.7435302734375,1080.926233635811,1057.096622447392,1072.1837048584816,6690201
2025-04-11,1068.0372314453125,1071.7840295190008,1056.6470628741667,1062.392153253822,8144072
2025-04-15,1111.849853515625,1116.0462184422258,1082.0752502891053,1089.0692731441595,9320299
2025-04-16,1160.3084716796875,1162.5065444211673,1111.6499810412404,1121.7413327534418,12836428
2025-04-17,1189.783203125,1198.1759326401855,1152.6148956982988,1154.613187862119,13446336
2025-04-21,1221.9556884765625,1237.6422335650964,1197.0769260268742,1200.9736202361637,15166580
2025-04-22,1215.760986328125,1233.9453960091998,1211.0649266211587,1229.3493484820563,8461710
2025-04-23,1205.8695068359375,1228.9497583930292,1193.8797530955178,1224.2538202977976,9433911
2025-04-24,1206.0692138671875,1218.9582227468238,1198.0760451934377,1198.0760451934377,9078137
2025-04-25,1165.30419921875,1178.8925624152441,1145.0214836623813,1175.9950141977513,17243807
2025-04-28,1191.781494140625,1194.9787128132273,1163.3058308336208,1165.3041229955159,5523502
