Date,Close,High,Low,Open,Volume,daily_return,vol_20,sentiment
2025-03-19,1051.1517333984375,1057.646183234451,1042.6089852123262,1046.9053623518132,4822365,,,0.0
2025-03-20,1053.44970703125,1057.9958707491392,1046.0061170837591,1055.3481090881514,3742644,0.0021861483549887595,,0.0
2025-03-21,1069.2362060546875,1074.6316193008408,1049.6529672039042,1053.4496491429936,6848565,0.014985526995803022,,0.0
2025-03-24,1096.9124755859375,1104.0063882058416,1072.783073887539,1081.0760349569089,8284863,0.025884149240859466,,0.0
2025-03-25,1117.594970703125,1122.5406953407569,1095.413853076155,1109.002216272288,11720528,0.018855191802007232,,0.0
2025-03-26,1095.31396484375,1117.8946433973692,1088.1201613639344,1114.047955120439,7127060,-0.0199365659684001,,0.008394890085051676
2025-03-27,1097.412109375,1107.053893763539,1087.1708617115737,1091.067555947459,8508917,0.001915564485247101,,0.008340773311103344
2025-03-28,1101.0589599609375,1106.0546902692902,1085.572196005044,1097.462058532138,4921190,0.0033231368186874555,,0.006008295275680231
2025-04-01,1084.6729736328125,1100.3096343737684,1069.0863189829122,1092.2664595426536,6638140,-0.014882024418298445,,-0.0021449394561513513
2025-04-02,1083.52392578125,1094.664429049867,1079.8271340440042,1090.76773491548,4065344,-0.001059349573092172,,-0.006127847731171232
2025-04-03,1088.9193115234375,1091.017493860897,1074.381809497697,1077.9787109284953,5345660,0.00497948002236992,,-0.0011446385330172281
2025-04-04,1090.3681640625,1100.9590880995302,1074.5316011481896,1080.5764837084853,6059991,0.0013305416881950194,,-0.0012616430924276445
2025-04-07,1047.0550537109375,1068.087126837811,1031.468399733085,1034.1161611572818,9720457,-0.0397233813120389,,-0.009870946718572915
2025-04-08,1076.9295654296875,1084.0234781220995,1059.3946251089444,1060.093978570394,8723357,0.02853193976082702,,-0.0011881538827478223
2025-04-09,1060.7435302734375,1080.926233635811,1057.096622447392,1072.1837048584816,6690201,-0.01502979923277703,,-0.0039822438146847935
2025-04-11,1068.0372314453125,1071.7840295190008,1056.6470628741667,1062.392153253822,8144072,0.006876027016629482,,-0.0036029344158328815
2025-04-15,1111.849853515625,1116.0462184422258,1082.0752502891053,1089.0692731441595,9320299,0.041021624322050476,,0.00433528211093821
2025-04-16,1160.3084716796875,1162.5065444211673,1111.6499810412404,1121.7413327534418,12836428,0.04358377888060905,,0.0209967141494678
2025-04-17,1189.783203125,1198.1759326401857,1152.6148956982988,1154.613187862119,13446336,0.025402496116092577,,0.020370825420520912
2025-04-21,1221.9556884765625,1237.6422335650964,1197.0769260268742,1200.9736202361637,15166580,0.027040628298550917,,0.0287849109267865
2025-04-22,1215.760986328125,1233.9453960091998,1211.0649266211587,1229.3493484820565,8461710,-0.00506949818790936,0.33452940163788425,0.026395805885878733
2025-04-23,1205.8695068359375,1228.9497583930292,1193.8797530955178,1224.2538202977976,9433911,-0.008136039569802356,0.33868917227562767,0.016564273107508166
2025-04-24,1206.0692138671875,1218.9582227468238,1198.0760451934375,1198.0760451934375,9078137,0.00016561247308932714,0.33813657696967486,0.007880639826004222
2025-04-25,1165.30419921875,1178.892562415244,1145.0214836623811,1175.9950141977513,17243807,-0.03379989653970772,0.35796781446796755,-0.0039598387051558385
2025-04-28,1191.781494140625,1194.9787128132273,1163.3058308336208,1165.304122995516,5523502,0.022721358886053977,0.36045483421463165,-0.004823692587655226
2025-04-29,1186.2862548828125,1208.966823361088,1183.3887066980697,1192.9804852009415,6074520,-0.004610945282192858,0.3512470904398553,-0.004731982006511926
2025-04-30,1183.9881591796875,1192.8805840933246,1173.996697920787,1184.0880493990603,6288257,-0.0019372185201218528,0.351849388217353,-0.003492217796575825
2025-05-02,1182.3895263671875,1209.4663614496308,1179.092295430584,1181.09058764281,5249372,-0.0013502101352158569,0.3523657218613953,-0.0037953823182368617
2025-05-05,1172.1981201171875,1188.9838228735969,1163.305817670235,1188.9838228735969,7236056,-0.008619330620521004,0.3486427387203731,0.0012407308656004813
2025-05-06,1160.4083251953125,1177.7934920320934,1156.711411381114,1176.9941263517048,5348267,-0.010057851756916647,0.3518626643155603,-0.005315111262993643
2025-05-07,1160.3084716796875,1167.6021653881123,1151.9156196344402,1158.0103867504365,4263817,-8.60503268176327e-05,0.352071226818434,-0.0044101322719185985
2025-05-08,1171.198974609375,1177.9932166726269,1164.6046349397911,1169.000902041538,9912347,0.009385868668115638,0.35260010181304924,-0.0021455148342711004
2025-05-09,1150.1170654296875,1171.1990240051657,1147.5193099310263,1159.0094902220203,5379571,-0.01800027974471108,0.3243210348515332,-0.005475528756170145
2025-05-12,1201.9727783203125,1207.9676550201646,1174.1964674912338,1183.9881482207568,7616208,0.04508733454124658,0.34498536234777655,0.005265804276183372
2025-05-13,1192.580810546875,1213.76278193424,1188.983908829347,1204.17088139939,5569926,-0.0078137940749059,0.34014319508133184,0.005714615812585522
2025-05-14,1194.4791259765625,1198.375820040466,1184.887348103466,1194.8788087975402,4084921,0.0015917708996315838,0.3404982731294644,0.006050180057875365
2025-05-15,1208.0675048828125,1215.960783333823,1183.988108669335,1195.9778616685178,6705748,0.01137598691407904,0.31517497055345645,0.006448203707068045
2025-05-16,1207.767822265625,1212.2639795957512,1202.1725066819429,1204.9701644737838,4016269,-0.0002480677743389448,0.279138703436132,0.009998646101142473
2025-05-19,1201.77294921875,1217.959066866477,1200.0743277095955,1206.9684600284695,4550022,-0.004963597254668772,0.2660989635133032,-1.1540258040598772e-05
2025-05-20,1194.7789306640625,1209.666109675897,1191.8813826402695,1206.9684640476503,4724482,-0.0058197503606934875,0.24778273373928386,0.0003872684848018837
2025-05-21,1196.7772216796875,1203.8711344442138,1181.6900183206467,1196.0777462450546,3712472,0.0016725194630895501,0.24747297155694545,0.000403418197493477
2025-05-22,1187.485107421875,1195.6780564317094,1176.4945006220091,1195.6780564317094,4795583,-0.007764280677711177,0.24732773493683538,-0.0034246353208645663
2025-05-23,1209.066650390625,1212.0640886389942,1187.0854365692512,1187.485119395582,3676469,0.018174158845331023,0.25621981965661916,0.0002598100030694273
2025-05-26,1214.162353515625,1223.1546688717133,1207.667903536228,1215.1614996663016,3607612,0.00421457586589935,0.2225412990742988,0.0020954446271830517
2025-05-27,1194.5791015625,1215.6610607404325,1189.3835904167065,1214.162341529213,7249163,-0.016129022528512227,0.21757765430653192,3.3590193619303935e-05
2025-05-28,1193.6798095703125,1201.1734053999564,1190.6823712384548,1194.5790654630853,3525421,-0.000752810752348898,0.2168748624827229,-0.0004514758494683857
2025-05-29,1200.673828125,1207.9676434933178,1187.984721351162,1198.9753285293475,7788068,0.0058592082220148,0.2175261837812141,0.00227322193047681
2025-05-30,1191.181884765625,1207.767806945901,1188.584129401051,1200.3741017035964,9998488,-0.00790551366826897,0.21961526719266453,-0.002942712572243189
2025-06-02,1193.380126953125,1199.8745766070429,1178.1930330443174,1188.7840792835675,3761853,0.0018454294978911268,0.2170031026534947,-0.0034165418458448338
2025-06-03,1180.4910888671875,1197.8762549838802,1173.8967491583935,1193.9795608940235,8155665,-0.01080044639158284,0.21751962335516098,-0.0023508266184589567
2025-06-04,1170.0001220703125,1190.282837362319,1167.6021469572256,1180.7909490961636,4306355,-0.008886951283081923,0.22029912838133006,-0.003977654724605562
2025-06-05,1158.0103759765625,1174.4962872825274,1156.0120836970516,1171.498848863261,10481600,-0.01024764516480059,0.22082588626235541,-0.007199025401968639
2025-06-06,1193.5799560546875,1200.1742961943326,1150.216989127201,1157.9104875951884,14715421,0.030716115171359082,0.23668730535834542,0.000525300365956971
2025-06-09,1218.8583984375,1223.4544462802078,1205.1700231639036,1211.4646926212756,9138108,0.02117867534100437,0.18939846851843128,0.00439194953457962
2025-06-10,1231.747314453125,1234.8446428531995,1217.3595867620518,1223.3544631361597,7747558,0.010574580305757975,0.18959905732912968,0.008666954874047783
2025-06-11,1230.3485107421875,1240.73965439643,1227.051279882547,1231.547437255107,4135775,-0.0011356255414760597,0.1898636891885439,0.010217220022368956
2025-06-12,1211.8643798828125,1236.0436677299426,1209.766197378075,1229.948900657674,3461744,-0.015023491878918716,0.1948002358819916,0.00926205067954533
2025-06-13,1204.7703857421875,1210.6652500104622,1194.579022599905,1196.9769975725644,3906868,-0.0058537855047039455,0.19599451928595693,0.001948070544332725
2025-06-16,1214.3621826171875,1216.9599380589093,1194.9787240709816,1205.070075190406,5697424,0.007961514483185939,0.19706585585006856,-0.0006953616272309615
2025-06-17,1214.0623779296875,1225.9522406799451,1210.2656960037218,1214.3621705402445,4492946,-0.00024688243078674343,0.19564804391937352,-0.002859654174539905
2025-06-18,1219.9573974609375,1222.2554822950017,1202.872023413054,1208.7670098415024,3135662,0.004855615031331917,0.1961462985678537,-0.00166140605997831
2025-06-19,1216.4603271484375,1226.751580345239,1212.763535515606,1216.9599001780673,4243763,-0.002866551176113452,0.19399190031437313,0.0007699820805827428
2025-06-20,1219.6575927734375,1224.9531158781012,1213.1631431378685,1216.4603740469724,4652390,0.0026283353050196023,0.18360231674729188,0.0024664062425274525
2025-06-23,1213.063232421875,1221.855766720184,1204.5704907342642,1211.564513300532,2312469,-0.005406730864985887,0.18419547689734908,-0.00020724282710691267
2025-06-24,1220.1572265625,1237.3426134794584,1214.562032529616,1221.85584819293,6745788,0.005848000294644162,0.1749294256177842,0.0010117337179792684
2025-06-25,1212.2640380859375,1225.2529376663326,1209.9659532198973,1225.2529376663326,4229259,-0.006468992933639894,0.17690543106674977,-0.0012531878750150938
2025-06-26,1232.44677734375,1237.9420811746302,1210.1657693884756,1214.162353992752,8678448,0.01664879813615472,0.18493622674237728,0.0026498819874385404
2025-06-27,1224.0538330078125,1245.935156459947,1219.357895238218,1235.8438054880892,6068274,-0.006809985218206749,0.18424700743626493,0.0007622178827932702
2025-06-30,1198.1759033203125,1234.9445270212907,1192.0811367630172,1227.850614406535,6559872,-0.021141169603555166,0.20086946550596868,-0.0023846698649205855
2025-07-01,1172.2982177734375,1200.973663276553,1166.003548289299,1200.973663276553,8702198,-0.021597567999126266,0.212108115165087,-0.007873783523674672
2025-07-02,1174.2965087890625,1180.8908489291716,1170.999277735967,1178.9924468672707,5471100,0.0017045927267724803,0.20971548491145997,-0.006239066391592196
2025-07-03,1170.0999755859375,1179.991546388335,1167.0026470631462,1176.9941080825224,6237185,-0.0035736572251692245,0.20659268570363604,-0.010283557463856985
2025-07-04,1177.5999755859375,1179.5,1162.0,1174.0,3926186,0.006409708705655159,0.17523333535382646,-0.007639618679084604
2025-07-07,1175.0999755859375,1177.5999755859375,1167.5999755859375,1177.5999755859375,5783402,-0.002122962000535078,0.1551671068134852,-0.003835977158480586
2025-07-08,1165.4000244140625,1180.0,1161.9000244140625,1180.0,9973619,-0.008254575247555684,0.14957564442119245,-0.0011673786081664694
2025-07-09,1164.699951171875,1171.0,1158.5999755859375,1160.0,8674795,-0.0006007149712730087,0.149662927503084,-0.0016284401477755673
2025-07-10,1164.300048828125,1176.5999755859375,1163.0,1170.0999755859375,4339755,-0.00034335224565573697,0.14252627822562555,-0.0009823791518728698
2025-07-11,1173.800048828125,1175.9000244140625,1160.5999755859375,1162.0,4468654,0.008159408744817798,0.14608617199944657,-0.0006324391440403421
2025-07-14,1172.699951171875,1179.9000244140625,1163.0,1179.0,4772502,-0.0009372104366056622,0.14199290474474688,-0.0003952888312544589
2025-07-15,1165.9000244140625,1179.0,1162.300048828125,1174.0,4776756,-0.005798522248608773,0.14260252389349404,9.59217685349234e-05
2025-07-16,1168.4000244140625,1174.0,1157.0999755859375,1164.9000244140625,4388279,0.0021442661871942104,0.1411957258711429,0.0006449180002283672
